kobeNS,
X,Y
0.214680406708855,1104.98398848244
0.221490484284135,1071.54378461006
0.228516590687068,1112.68239338802
0.235765578769748,1164.04884167878
0.243244518769989,1297.92436030482
0.250960705207216,1520.48120870862
0.258921663997116,1708.82201565069
0.267135159791971,1810.87161076031
0.275609203553847,1747.91776543526
0.284352060368015,1786.15192630631
0.293372257504231,1804.48138136066
0.302678592733735,1867.72097139487
0.31228014291008,2008.85039883162
0.322186272822166,2177.00975704905
0.332406644328098,2345.18252171223
0.342951225778808,2599.89322671167
0.353830301740586,2646.6170540427
0.365054483026054,2487.73855255724
0.376634717043323,2407.01713519998
0.388582298473459,2387.06478013968
0.400908880286646,2222.41879007077
0.413626485107813,2149.28843582305
0.426747516942799,2252.98912292327
0.440284773276489,2320.2607421035
0.454251457554732,2332.87420049927
0.468661192062209,2289.35777603073
0.483528031208808,2217.40096427821
0.498866475237471,2112.15781986327
0.514691484366884,1936.65811851568
0.531018493382793,1718.46031751281
0.547863426692191,1646.16811345405
0.56524271385505,1538.5004757394
0.58317330560875,1465.06417876798
0.601672690400833,1589.02727449016
0.620758911446213,1654.4192362017
0.640450584325463,1687.91210149903
0.660766915141366,1977.76020160284
0.681727719251421,2075.42896990245
0.703353440594576,1864.53308043788
0.725665171631052,1701.18688886132
0.748684673914688,1751.80403019311
0.772434399317886,1798.93904374677
0.796937511929852,1856.49418921575
0.822217910649485,1882.96016557166
0.848300252494969,1877.37582378391
0.875209976652772,1841.41181410006
0.902973329289548,1781.55876435249
0.9316173891511,1707.63103478238
0.961170093973403,1621.81273624308
0.991660267731436,1528.96881836795
1.02311764875239,1431.57549253074
1.0555729187207,1330.67342709307
1.08905773260314,1228.9088720691
1.12360474952324,1122.62828627645
1.15924766461509,1013.55834339041
1.19602124188755,904.615568145657
1.23396134813107,849.706547765805
1.27310498790005,867.342603843767
1.31349033960489,927.959249963893
1.35515679274899,937.437344189107
1.39814498634695,904.246955194829
1.44249684856148,845.017686500083
1.48825563759771,797.834463065174
1.53546598389462,748.822415661044
1.58417393365507,672.284234729902
1.63442699375644,626.226949039497
1.68627417808616,594.553721046237
1.73976605534691,558.196309354612
1.7949547983784,518.811088998517
1.8518942350437,477.824962588707
1.91063990072974,436.548390756955
1.97124909251332,396.9039708668
2.0337809250453,358.650280868014
2.09829638820756,321.896697075781
2.16485840659894,286.785741473795
2.23353190090823,257.009248770577
2.30438385123397,250.165067504965
2.37748336241297,243.251932132655
2.45290173142104,235.918886611817
2.53071251691191,227.755754299575
2.61099161096205,218.682358131501
2.69381731309132,208.654529942915
2.77927040663172,197.442946332339
2.86743423751877,185.655473939545
2.95839479558218,172.927982797876
3.05224079841532,159.721820548598
3.14906377790517,146.356146475108
3.24895816950711,132.839546838984
3.35202140435177,119.453650607615
3.45835400427364,106.456089000668
3.5680596798541,94.1363333169505
3.68124543157474,89.7318069702637
3.7980216541793,88.3899603296652
3.9185022443462,84.7711689931519
4.04280471177676,81.3860368511059
4.1710502938072,82.5948279141038
4.30336407365644,77.506499370606
4.43987510242497,69.0855401918629
4.58071652496371,63.5778013664206
4.72602570973564,58.060362730972
4.87594438279701,50.0212002855335
5.0306187660286,45.7648184071852
5.19019971975194,42.3284413071536
5.35484288986967,39.0858362076858
5.52470885967335,36.041227690128
5.69996330646708,33.1925927397989
5.88077716315934,30.5360040881041
6.06732678498096,28.0683535057922
6.2597941214917,25.7859858275024
6.4583668940431,23.6818922405424
6.66323877887096,22.054369912674
6.87460959599571,21.1096359709046
7.09268550411521,20.1916479888859
7.31767920167977,19.2992438009766
7.54981013434581,18.431685660748
7.78930470901027,17.5900315340002
8.03639651463459,16.7769041841717
8.2913265500737,15.9951434576671
8.55434345913219,15.2464087028596
8.82570377307684,14.5305583409958
9.10567216084222,13.8518350159358
9.39452168717324,13.2104837507868
9.69253407895646,12.5953057283927
10,12.0054091994999
